id,category,ja_name,en_name,render,price,default_unlocked,tags,concept,art_prompt
voxelaurora,fantasy,ボクセルのオーロラ,Voxel Aurora,image,220,false,fantasy;voxel;winter;night;tone:voxel,ボクセルの雪山とオーロラ。キューブのオーロラがうねる夜、もみの木は脇、中央の雪原ブロックは空けて明るめ,"Voxel art, blocky cubes, Minecraft-like snowy mountains at night, EYE-LEVEL viewpoint, dynamic energetic composition with sweeping blocky cube aurora ribbons rippling across the sky in green and purple, cube pine trees and snowy cube peaks on the left and right, falling cube snowflakes and twinkling cube stars, a flat EMPTY open flat snow-block plaza in the foreground center kept empty and mid-bright, not dark (do NOT draw any person or character there), bright icy blocky colors, no text or logos, 4:3 landscape"
hauntedcastle,fantasy,おばけのおしろ,Haunted Castle,image,240,false,fantasy;horror;halloween;night;cinematic;tone:semi-real-cinematic,丘の上の古城。満月・コウモリ・霧。城は脇、中央の手前は空けて明るめ,"Cinematic semi-realistic illustration of a spooky gothic haunted castle on a hill at night, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), a tall pointy-towered castle set to the right silhouetted against a huge full moon, bats fluttering across the sky, drifting fog and gnarled bare trees and a winding path on the sides, a few glowing windows, a flat EMPTY open foggy ground in the foreground center kept empty and mid-bright, not pitch dark (do NOT draw any person or character there), moody purple and blue moonlit lighting, no text or logos, 4:3 landscape"
spookygraveyard,fantasy,おばけのはかば,Spooky Graveyard,image,220,false,fantasy;horror;halloween;ghost;tone:cute-flat,かわいいおばけの墓地。おばけ・墓石・かぼちゃは脇、中央の地面は空ける,"Soft flat children's illustration of a cute spooky graveyard at night, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), friendly round cartoon ghosts floating and crooked tombstones and grinning jack-o-lantern pumpkins and a little black cat on the left and right, a big moon and a few bats, a flat EMPTY open misty grass area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), playful purple and teal colors, soft rounded shapes, no text or logos, 4:3 landscape"
witchcottage,fantasy,まじょのいえ,Witch Cottage,image,220,false,fantasy;horror;halloween;witch;tone:cute-flat,魔女のおうち。大釜・ほうき・黒猫・ポーション瓶は脇、中央の地面は空ける,"Soft flat children's illustration of a cozy witch's cottage in a spooky wood, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), a crooked cottage with a smoking chimney and a bubbling green cauldron and shelves of potion bottles and a flying broom and a black cat on the left and right, a crescent moon and floating sparkles, a flat EMPTY open ground area in the foreground center kept completely empty (do NOT draw any person or character there), playful purple green and orange colors, soft rounded shapes, no text or logos, 4:3 landscape"
monsterlab,fantasy,かいぶつラボ,Monster Lab,image,220,false,fantasy;horror;halloween;science;tone:cute-flat,かいぶつ博士の実験室。光る薬・電気・歯車は脇、中央の床は空ける,"Soft flat children's illustration of a goofy monster mad-science laboratory, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), bubbling colorful potions in flasks and a big sparking electric coil and gears and a friendly stitched green monster peeking from the side on the left and right shelves, crackling cartoon lightning bolts, a flat EMPTY open floor area in the foreground center kept completely empty (do NOT draw any person or character there), playful green purple and yellow colors, soft rounded shapes, no text or logos, 4:3 landscape"
werewolfwoods,fantasy,まんげつのもり,Full Moon Woods,image,240,false,fantasy;horror;halloween;night;cinematic;tone:semi-real-cinematic,満月の不気味な森。遠くに獣のシルエットと光る目、霧。木は脇、中央は空けて明るめ,"Cinematic semi-realistic illustration of an eerie forest under a huge full moon, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), twisted tall trees framing the left and right, a distant friendly werewolf-like beast silhouette on a far ridge and a few pairs of glowing eyes peeking from the bushes, drifting fog and fireflies, a flat EMPTY open misty clearing in the foreground center kept empty and mid-bright, not pitch dark (do NOT draw any person or character there), moody blue moonlit lighting, no text or logos, 4:3 landscape"
cursedtomb,fantasy,のろいのいせき,Cursed Tomb,image,240,false,fantasy;horror;halloween;ancient;cinematic;tone:semi-real-cinematic,古代のミイラの遺跡。石棺・光る象形文字・松明は脇、中央の通路は空けて明るめ,"Cinematic semi-realistic illustration of a spooky ancient tomb interior, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), a friendly cartoon mummy peeking from an upright sarcophagus and glowing teal hieroglyphs and flickering torches and cobwebs and scarab carvings on the left and right walls, dust motes in the air, a flat EMPTY open stone floor passage in the foreground center kept empty and mid-bright, not pitch dark (do NOT draw any person or character there), moody amber and teal lighting, no text or logos, 4:3 landscape"
swampmonster,fantasy,ぬまのモンスター,Swamp Monster,image,200,false,fantasy;horror;halloween;nature;tone:cute-flat,霧のぬま。かわいい緑のモンスター・ホタル・枯れ木は脇、中央の水辺は空ける,"Soft flat children's illustration of a misty spooky swamp at dusk, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), a chubby friendly green swamp monster peeking from the reeds on the left and gnarled mangrove trees with hanging moss and glowing fireflies and lily pads on the right, a pale moon and drifting fog, a flat EMPTY open boggy bank in the foreground center kept empty and mid-bright (do NOT draw any person or character there), muted green teal and purple colors, soft rounded shapes, no text or logos, 4:3 landscape"
foggyforest,fantasy,きりのもり,Foggy Forest,image,220,false,fantasy;horror;halloween;night;cinematic;tone:semi-real-cinematic,霧の濃い不気味な森。ねじれた木と光る目、青白い光。木は脇、中央の小道は空けて明るめ,"Cinematic semi-realistic illustration of a foggy eerie forest at night, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), twisted gnarled trees with reaching branches framing the left and right, thick drifting fog, a few pairs of soft glowing eyes and tiny will-o-the-wisp lights peeking between trunks, pale moonbeams cutting through, a flat EMPTY open misty path in the foreground center kept empty and mid-bright, not pitch dark (do NOT draw any person or character there), moody desaturated blue lighting, no text or logos, 4:3 landscape"
yokaiparade,fantasy,ひゃっきやこう,Yokai Parade,image,240,false,fantasy;horror;japan;yokai;night;tone:cute-flat,百鬼夜行。提灯おばけ・からかさ小僧・ちょうちん行列は脇、中央の道は空ける,"Soft flat children's illustration of a cheerful night parade of Japanese yokai (hyakki yagyo), cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), friendly cartoon yokai like a one-eyed umbrella obake, a paper-lantern ghost, a little oni and a tanuki carrying glowing paper lanterns marching along the left and right of an old town street, a big moon and floating wisps, a flat EMPTY open road in the foreground center kept empty and mid-bright (do NOT draw any person or character there), playful indigo purple and warm lantern colors, soft rounded shapes, no text or logos, 4:3 landscape"
kappapond,fantasy,かっぱのぬま,Kappa Pond,image,200,false,fantasy;horror;japan;yokai;water;tone:cute-flat,かっぱのすむ池。かっぱ・きゅうり・蓮は脇、夕暮れ、中央の水辺は空ける,"Soft flat children's illustration of a quiet dusk pond where a kappa lives, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), a cute green cartoon kappa with a dish on its head peeking from the reeds on the left and lily pads and cucumbers and an old stone lantern on the right, a misty pond and a pale moon, a flat EMPTY open grassy bank in the foreground center kept empty and mid-bright (do NOT draw any person or character there), muted green teal and purple dusk colors, soft rounded shapes, no text or logos, 4:3 landscape"
hauntedshrine,fantasy,おばけじんじゃ,Haunted Shrine,image,240,false,fantasy;horror;japan;yokai;night;cinematic;tone:semi-real-cinematic,夜のさびれた神社。傾いた鳥居・狐火・石灯籠・霧。鳥居は脇、中央の参道は空けて明るめ,"Cinematic semi-realistic illustration of an abandoned haunted Japanese shrine at night, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), a leaning weathered torii gate and mossy stone lanterns and floating blue kitsune-bi foxfire flames and drifting fog and bare maple branches on the left and right, a pale moon, a flat EMPTY open stone approach path in the foreground center kept empty and mid-bright, not pitch dark (do NOT draw any person or character there), moody indigo and teal moonlit lighting, no text or logos, 4:3 landscape"
oninoyama,fantasy,おにのやま,Ogre Mountain,image,220,false,fantasy;horror;japan;yokai;tone:cute-flat,鬼のすむ山。かわいい鬼・金棒・かがり火・赤い空。岩山は脇、中央の地面は空ける,"Soft flat children's illustration of a spooky ogre (oni) mountain at dusk, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), a friendly chubby red oni with a club and a blue oni peeking from behind craggy rocks on the left and right, flaming braziers and twisted pines and a rope with paper streamers, a dramatic red-orange sky, a flat EMPTY open rocky ground in the foreground center kept empty and mid-bright (do NOT draw any person or character there), bold red orange and purple colors, soft rounded shapes, no text or logos, 4:3 landscape"
lanternghosts,fantasy,ちょうちんおばけ,Lantern Ghosts,image,200,false,fantasy;horror;japan;yokai;night;tone:cute-flat,古い屋敷の庭に提灯おばけ。提灯おばけ・蜘蛛の巣・枯れ木は脇、中央の庭は空ける,"Soft flat children's illustration of an old Japanese mansion garden at night with playful lantern ghosts, cute and friendly spooky, playful Halloween mood, NOT gory, NOT bloody, not truly frightening, kid-friendly, original generic design (no specific brand or franchise character), friendly one-eyed paper-lantern obake (chochin-obake) floating and a little umbrella ghost and cobwebs and a gnarled bare tree and a stone path lantern on the left and right, a big moon and floating wisps, a flat EMPTY open garden ground in the foreground center kept empty and mid-bright (do NOT draw any person or character there), playful indigo purple and warm glow colors, soft rounded shapes, no text or logos, 4:3 landscape"
fujizakura,scenery,ふじとさくら,Mt Fuji & Sakura,image,260,false,scenery;japan;spring;cinematic;tone:semi-real-cinematic,富士山と満開の桜並木。富士は奥、桜は脇、中央の道/芝は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, majestic Mt Fuji with a snow cap in the distance behind rows of full-bloom cherry blossom trees framing the left and right, soft pink petals drifting in the air, a calm blue sky and gentle morning light, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
kyotoautumn,scenery,きょうとのもみじ,Kyoto Autumn,image,260,false,scenery;japan;autumn;cinematic;tone:semi-real-cinematic,京都の寺と紅葉。朱塔・もみじは脇、石庭、中央の参道は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a serene Kyoto temple scene in autumn, a vermilion pagoda and brilliant red and orange maple trees framing the left and right, a mossy stone garden and a small pond, warm golden afternoon light, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
snowonsen,scenery,ゆきみおんせん,Snow Hot Spring,image,260,false,scenery;japan;winter;animal;cinematic;tone:semi-real-cinematic,雪の露天風呂と雪ザル。湯気・岩・雪ザルは脇、中央の湯面手前は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a tranquil snowy Japanese open-air hot spring (onsen) at dusk, steaming turquoise water surrounded by snow-capped rocks, a few cute snow monkeys relaxing on the left and right rocks, soft falling snow and warm lantern glow, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
terracedrice,scenery,たなだのゆうぐれ,Terraced Rice,image,240,false,scenery;japan;sunset;cinematic;tone:semi-real-cinematic,棚田の夕暮れ。水を張った棚田が黄金に光る、稜線は脇、中央の畦道は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, beautiful Japanese terraced rice paddies at sunset, mirror-like flooded terraces glowing gold and pink reflecting the sky, rolling hillsides on the left and right, a dramatic warm sunset sky, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
shirakawa,scenery,ゆきのむら,Snow Village,image,260,false,scenery;japan;winter;night;cinematic;tone:semi-real-cinematic,雪に包まれた合掌造りの里。茅葺き屋根の家・雪の山は脇、灯り、中央の雪道は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a magical snow-covered Japanese mountain village of steep thatched-roof gassho houses glowing with warm window light on the left and right, deep snow and snowy fir trees and distant peaks, a soft blue twilight sky with first stars, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
galaxystation,space,ぎんがステーション,Galaxy Station,image,260,false,space;scifi;cinematic;tone:semi-real-cinematic,銀河の宇宙ステーション。リング状の station と宇宙船は脇、星雲、中央の宇宙空間/床は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a grand futuristic space station orbiting above a colorful nebula, sleek ring modules and docked spaceships and glowing lights on the left and right, distant planets and a sweeping starfield, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
marsbase,space,かせいきち,Mars Base,image,260,false,space;scifi;cinematic;tone:semi-real-cinematic,火星の基地。ドーム居住区・ローバー・赤い岩山は脇、中央の赤い大地は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a futuristic Mars colony base, glass-domed habitats and solar panels and a parked rover and red rocky cliffs on the left and right, a dusty red-orange Martian sky with two small moons, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
saturnview,space,どせいのわ,Saturn View,image,260,false,space;scifi;cinematic;tone:semi-real-cinematic,土星の輪を望む眺め。巨大な土星と輪が空に、小惑星は脇、中央の宇宙/足場は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a breathtaking view of giant ringed Saturn filling the sky, its glowing rings sweeping across, a few drifting asteroids and a distant moon on the left and right, a deep starry cosmos, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
blackhole,space,ブラックホール,Black Hole,image,260,false,space;scifi;cinematic;tone:semi-real-cinematic,ブラックホールの渦。光のリングが渦巻く、星雲は脇、中央の手前空間は空けて暗すぎない,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a dramatic glowing black hole with a swirling bright accretion-disk ring set to the UPPER RIGHT of the frame, warped stars and colorful orange and blue nebula clouds framing the left and right edges, a flat EMPTY open softly-lit deep-space area in the foreground center kept empty and mid-bright with a faint starry glow (do NOT put the dark hole in the center, do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
meteornight,space,りゅうせいぐん,Meteor Shower,image,240,false,space;night;cinematic;tone:semi-real-cinematic,流星群の夜。無数の流れ星が空を斜めに走る、丘と望遠鏡は脇、中央の丘は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a magical meteor shower night, many shooting stars streaking diagonally across a vast starry sky and Milky Way, a small hill with a telescope and pine silhouettes on the left and right, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
cockpit,job,コックピット,Cockpit,image,240,false,job;vehicle;sky;cinematic;tone:semi-real-cinematic,飛行機のコックピット。計器パネルは脇、窓の外は雲海と朝日、中央の手前は空ける,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, the interior cockpit of an airliner at dawn, glowing instrument panels and controls along the left and right, big windscreen looking out over a sea of clouds and a golden sunrise, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
hospital,job,びょういん,Hospital,image,220,false,job;indoor;tone:cute-flat,やさしい病院。診察道具・ベッド・植物は脇、明るい窓、中央の床は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a bright friendly children's hospital room, a cute medical cart and a tidy bed and a growth chart and potted plants and a big sunny window on the left and right, cheerful clean colors, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
patisserie,job,パティシエのちゅうぼう,Patisserie,image,220,false,job;indoor;food;tone:cute-flat,パティシエの厨房。ケーキ・オーブン・棚のお菓子は脇、中央の作業台手前は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a charming pastry chef's kitchen, shelves of colorful cakes and macarons and a big oven and whisks and a cake stand on the left and right, warm bakery light, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
digsite,job,はっくつげんば,Dig Site,image,220,false,job;dinosaur;nature;tone:cute-flat,恐竜化石の発掘現場。半分掘り出した骨・テント・道具は脇、中央の地面は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a fun paleontology dig site in a desert canyon, a half-excavated dinosaur fossil skeleton and a research tent and brushes and crates and a striped cliff on the left and right, a bright sky, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
vetclinic,job,どうぶつびょういん,Vet Clinic,image,220,false,job;indoor;animal;tone:cute-flat,どうぶつ病院。診察台・ペット・薬棚は脇、明るい窓、中央の床は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a cozy friendly animal clinic, a checkup table pushed to the LEFT with a cute puppy on it, and a kitten and a caged bird and shelves of pet supplies and a sunny window on the left and right sides, cheerful clean colors, a flat EMPTY open floor area in the foreground center kept completely empty (do NOT draw any animal, person or character in the center), no text or logos, no watermark, 4:3 landscape"
catcafe,animal,ねこカフェ,Cat Cafe,image,220,false,animal;indoor;cute;tone:cute-flat,子ねこカフェ。猫タワー・くつろぐ子猫・窓辺は脇、中央の床マットは空ける,"soft flat children's illustration, premium high-quality, clean and adorable, an adorable cozy kitten cafe, fluffy kittens lounging on a cat tower and cushions and a sunny bay window and hanging plants on the left and right, warm soft light, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
pandabamboo,animal,パンダのたけやぶ,Panda Grove,image,220,false,animal;nature;cute;tone:cute-flat,パンダの竹林。竹・くつろぐパンダの親子は脇、こもれび、中央のひらけた地面は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a charming green bamboo grove with cute giant pandas munching bamboo and a panda cub rolling on the left and right, soft dappled sunlight and butterflies, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
bunnyisland,animal,うさぎのしま,Bunny Island,image,220,false,animal;nature;cute;tone:cute-flat,うさぎの島。たくさんの子うさぎ・花・海は脇、中央の芝の広場は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a sunny grassy bunny island, many cute fluffy rabbits hopping and nibbling clover among wildflowers on the left and right, a sparkling blue sea and gentle clouds, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
penguinbeach,animal,ペンギンビーチ,Penguin Beach,image,220,false,animal;nature;cute;tone:cute-flat,ペンギンのビーチ。よちよち歩く子ペンギン・氷・海は脇、中央の砂浜/氷原は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, an adorable penguin beach, waddling cute penguins and a few chicks sliding on ice and gentle waves and small icebergs on the left and right, a bright clear sky, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
puppyfarm,animal,こいぬのまきば,Puppy Meadow,image,220,false,animal;nature;cute;tone:cute-flat,子犬の牧場。元気な子犬たち・柵・小屋・花は脇、中央の芝の広場は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a joyful sunny puppy meadow, playful cute puppies romping near a little red barn and a wooden fence and flower patches on the left and right, rolling green hills and a bright sky, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
uyuni,scenery,かがみのみずうみ,Mirror Lake,image,260,false,scenery;world;wonder;cinematic;tone:semi-real-cinematic,ウユニ塩湖風の鏡張り。空と雲が水面に完全に映る、地平線は脇、中央の鏡面は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a vast mirror-like salt flat at golden hour, the thin layer of water perfectly reflecting a dramatic sky and clouds so it looks endless, distant mountains low on the horizon to the left and right, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
grandcanyon,scenery,おおきなたにがわ,Grand Canyon,image,260,false,scenery;world;wonder;cinematic;tone:semi-real-cinematic,雄大な大峡谷。層状の赤い岩壁は脇、川は奥、中央のひらけた岩棚は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a majestic vast layered red-rock canyon at sunset, dramatic striped cliffs on the left and right and a winding river far below, glowing warm light, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
santorini,scenery,あおいドームのまち,Cliff Town,image,260,false,scenery;world;wonder;sea;cinematic;tone:semi-real-cinematic,サントリーニ風の白い街と青いドーム。崖の家は脇、エーゲ海の夕日、中央の小道は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a beautiful whitewashed cliffside Mediterranean town with blue-domed buildings cascading down the left and right, a sparkling deep-blue sea and a glowing sunset, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
maldives,scenery,みずうえコテージ,Overwater Villas,image,260,false,scenery;world;wonder;sea;cinematic;tone:semi-real-cinematic,南国の水上コテージ。桟橋とコテージは脇、ターコイズの海、中央の浅瀬は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a stunning tropical overwater bungalow resort, wooden villas on stilts and a jetty stretching along the left and right over crystal-clear turquoise lagoon water, a bright sky, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
mountainruins,scenery,くものいせき,Mountain Ruins,image,260,false,scenery;world;wonder;ancient;cinematic;tone:semi-real-cinematic,雲の上の古代山岳遺跡。段々の石遺跡と峰は脇、霧、中央のひらけた石床は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, breathtaking ancient stone terraced ruins high on a misty mountain peak above the clouds, jagged green peaks and stone walls on the left and right, soft morning light breaking through fog, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
bigfalls,scenery,だいばくふ,Great Falls,image,260,false,scenery;world;wonder;water;cinematic;tone:semi-real-cinematic,巨大な滝。轟く滝としぶき・虹は脇、中央の手前の水辺は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, dynamic sweeping composition with a strong sense of movement, a colossal thundering waterfall with massive curtains of water and rising mist and a rainbow on the left and right, lush cliffs, a turquoise river, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
wizardhall,fantasy,まほうのひろま,Wizard Hall,image,260,false,fantasy;magic;indoor;cinematic;tone:semi-real-cinematic,魔法学校の大広間。浮かぶろうそく・大階段・ステンドグラスは脇、中央の床は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a grand magical school great hall interior, floating glowing candles and a sweeping stone staircase and tall stained-glass windows and banners on the left and right, warm magical light and sparkles, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
dragonhoard,fantasy,ドラゴンのたから,Dragon Hoard,image,260,false,fantasy;magic;dragon;cave;cinematic;tone:semi-real-cinematic,竜の宝の洞窟。金貨と宝石の山・大きなクリスタルは脇、中央の床は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a vast dragon treasure cavern, glittering mountains of gold coins and gems and giant glowing crystals piled on the left and right, warm golden glow and a sleeping dragon silhouette far on one side, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
skykingdom,fantasy,てんくうのしろ,Sky Kingdom,image,260,false,fantasy;magic;sky;castle;cinematic;tone:semi-real-cinematic,雲の上の浮島の王国。浮かぶ島と城・滝は脇、虹、中央の手前の浮島広場は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, dynamic sweeping composition with a strong sense of movement, a magical floating sky kingdom, majestic castles on drifting cloud islands with waterfalls spilling into the sky on the left and right, rainbows and soft clouds, a bright dreamy sky, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
rainbowpalace,fantasy,にじのきゅうでん,Rainbow Palace,image,240,false,fantasy;magic;cute;tone:cute-flat,にじの宮殿。虹色の塔とお菓子みたいな建物は脇、雲、中央のひろばは空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a dreamy rainbow palace in the clouds, candy-colored rainbow towers and sparkling arches on the left and right, fluffy clouds and floating stars, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
elfspring,fantasy,エルフのいずみ,Elf Spring,image,240,false,fantasy;magic;forest;cute;tone:cute-flat,エルフの泉。光る泉・大樹・きのこ・つたは脇、こもれび、中央の苔の広場は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, an enchanted elven forest spring, a glowing magical pool and a giant ancient tree with carved arches and luminous flowers and vines on the left and right, soft golden sunbeams and floating lights, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
birthday,celebration,たんじょうび,Birthday,image,220,false,celebration;party;indoor;cute;tone:cute-flat,たんじょうびパーティー。風船・ガーランド・ケーキ・プレゼントは脇、中央の床は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a joyful birthday party room, colorful balloons and plain paper garlands (with NO letters and NO words) and a big decorated cake on a small table pushed to the LEFT side, and wrapped presents and confetti on the left and right edges, warm festive light, a flat EMPTY open floor area in the foreground center kept completely empty (do NOT draw any person or character there), absolutely NO text, NO letters, NO words, no logos, no watermark, 4:3 landscape"
trophystage,celebration,ひょうしょうだい,Award Stage,image,220,false,celebration;reward;cute;tone:cute-flat,表彰のステージ。トロフィー・メダル・紙吹雪・スポットライトは脇、中央の表彰台手前は空ける,"soft flat children's illustration, premium high-quality, clean and adorable, a celebratory award stage, shiny gold trophies and medals and ribbons and falling confetti and spotlights and a star backdrop on the left and right, a small empty podium step toward the back, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
throne,celebration,おうさまのま,Throne Room,image,260,false,celebration;castle;indoor;cinematic;tone:semi-real-cinematic,王様の玉座の間。豪華な柱・赤じゅうたん・宝の装飾は脇、中央の赤じゅうたんの通路は空けて明るめ,"premium high-quality cinematic semi-realistic illustration, richly detailed, beautiful dramatic lighting, a grand royal throne room, ornate golden pillars and tall banners and a red carpet and treasure decorations on the left and right, warm regal light streaming from high windows, a flat EMPTY open calm area in the foreground center kept empty and mid-bright (do NOT draw any person or character there), no text or logos, no watermark, 4:3 landscape"
